id,title,Action,Adventure,Animation and Modeling,Audio Production,Casual,Design and Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,recommend,sentiment_analysis
22200,Zeno Clash,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
25900,King's Bounty: The Legend,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,0
34500,Light of Altair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
10150,Prototype™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
22320,The Elder Scrolls III: Morrowind® Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
21660,Street Fighter® IV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6060,"Star Wars: Battlefront 2 (Classic, 2005)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
32330,LEGO® Indiana Jones™: The Original Adventures,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
21680,Bionic Commando: Rearmed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
36000,Foreign Legion: Buckets of Blood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
32370,STAR WARS™ - Knights of the Old Republic™,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
37400,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
35000,Mini Ninjas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
40300,Risen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0
40700,Machinarium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
41500,Torchlight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
24800,Command &amp; Conquer: Red Alert 3 - Uprising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
17450,Dragon Age: Origins,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
10180,Call of Duty®: Modern Warfare® 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
32440,LEGO® Star Wars™ - The Complete Saga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
11450,Overlord™,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
24790,Command &amp; Conquer 3: Tiberium Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
22370,Fallout 3: Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
46410,Avencast: Rise of the Mage,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
48700,Mount &amp; Blade: Warband,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
42120,Lead and Gold: Gangs of the Wild West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
12220,Grand Theft Auto: Episodes from Liberty City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
45400,Fortix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
49600,Beat Hazard,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
40930,The Misadventures of P.B. Winterbottom,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
39630,AquaNox,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
33650,Puzzler World,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
34270,SEGA Mega Drive and Genesis Classics,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
34010,Alpha Protocol™,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
22610,Alien Breed: Impact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1
24780,SimCity™ 4 Deluxe Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
50130,Mafia II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
47540,Puzzle Quest 2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
22600,Worms Reloaded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
42960,Victoria II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
57300,Amnesia: The Dark Descent,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
70400,Recettear: An Item Shop's Tale,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,2
70100,Hacker Evolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,0
8930,Sid Meier's Civilization® V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1
50620,Darksiders™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
57800,Doc Clock: The Toasted Sandwich of Time,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
22380,Fallout: New Vegas,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
6120,Shank,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
32500,STAR WARS™: The Force Unleashed™ II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
42700,Call of Duty®: Black Ops,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
15740,Oddworld: Munch's Oddysee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,0
12100,Grand Theft Auto III,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
12120,Grand Theft Auto: San Andreas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
47780,Dead Space™ 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
63200,Monday Night Combat,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,True,2
47890,The Sims™ 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
7520,Two Worlds II HD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9930,Test Drive Unlimited 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
91200,Anomaly: Warzone Earth,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
70000,Dino D-Day,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
620,Portal 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
220,Half-Life 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
91600,Sanctum,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
39160,Dungeon Siege III,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
57900,Duke Nukem Forever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
102700,A.V.A. Alliance of Valiant Arms™,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
21100,F.E.A.R. 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
65790,ARMA: Cold War Assault,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
57690,Tropico 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,1
107200,Space Pirates and Zombies,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,0
55150,"Warhammer 40,000: Space Marine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
22230,Rock of Ages,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,True,1
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True,1
111400,Bunch of Heroes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
113200,The Binding of Isaac,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
9350,Supreme Commander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
71340,Sonic Generations Collection,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
110800,L.A. Noire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
202200,Galactic Civilizations® II: Ultimate Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
113400,APB Reloaded,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
204030,Fable - The Lost Chapters,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
204340,Serious Sam 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9900,Star Trek Online,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
108710,Alan Wake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
200210,Realm of the Mad God,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,True,2
207250,Cubemen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,0
204180,Waveform,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
212500,The Lord of the Rings Online™,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,0
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
212630,Tom Clancy's Ghost Recon: Future Soldier™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
17080,Tribes: Ascend,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
108700,Death Rally,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0
209270,Hero Academy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
730,Counter-Strike: Global Offensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
205950,Jet Set Radio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
208200,Doom 3: BFG Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
205190,Rocksmith™,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
219150,Hotline Miami,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
209080,Guns of Icarus Online,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
202970,Call of Duty®: Black Ops II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
221040,Resident Evil 6 / Biohazard 6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
233720,Surgeon Simulator,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
210770,Sanctum 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
222730,Reus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,1
236290,Cranky Cat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
239660,Soldier Front 2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
226720,LOST PLANET® 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
239820,Game Dev Tycoon,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,0
249870,Scribblenauts Unmasked: A DC Comics Adventure,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
220260,Farming Simulator 2013 Titanium Edition,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
238430,Contagion,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
109600,Neverwinter,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
222880,Insurgency,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
258760,Scania Truck Driving Simulator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
293320,Coma: Mortuary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
248570,Toribash,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,0
247730,Nether: Resurrected,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,False,2
270570,Reversion - The Escape (1st Chapter),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
291480,Warface,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
255420,Magic 2015 - Duels of the Planeswalkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
262850,The Journey Down: Chapter Two,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
290730,My Lands: Black Gem Hunting,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,True,2
302830,BLOCKADE 3D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
339610,Freestyle 2: Street Basketball,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,True,2
252950,Rocket League®,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,True,2
293260,Card Hunter,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,True,2
24010,Train Simulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0
233450,Prison Architect,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,1
96100,Defy Gravity Extended,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
310370,The Way of Life Free Edition,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
227940,Heroes &amp; Generals,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,True,2
236110,Dungeon Defenders II,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,False,0
301520,Robocraft,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,True,2
304930,Unturned,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,1
298240,Red Crucible®: Firestorm,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,True,2
287980,Mini Metro,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
38400,Fallout: A Post Nuclear Role Playing Game,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
304050,Trove,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
333930,Dirty Bomb®,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
264380,Narcissu 1st &amp; 2nd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
220200,Kerbal Space Program,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
326460,ShellShock Live,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,True,2
297000,Heroes® of Might &amp; Magic® III - HD Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,True,2
204630,Retro City Rampage™ DX,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True,2
282440,Quake Live™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
257730,Infinity Wars: Animated Trading Card Game,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,True,1
319510,Five Nights at Freddy's,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
298260,Only If,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
268420,Aura Kingdom,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
224600,Defiance,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
262410,World of Guns: Gun Disassembly,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,True,0
242720,GunZ 2: The Second Duel,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,1
207230,ArcheBlade™,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,0
