price,title,Action,Adventure,Animation and Modeling,Audio Production,Casual,Design and Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,recommend,sentiment_analysis
9.99,BloodRayne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,QUAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,BioShock™,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
12.99,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1
12.99,"Warhammer® 40,000: Dawn of War® - Dark Crusade",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,0
9.99,Rome: Total War™ - Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
4.99,Rome: Total War™ - Alexander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Midnight Club 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
6.99,Tomb Raider: Legend,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
9.99,Max Payne,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Command &amp; Conquer: Red Alert 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Prison Tycoon 3™: Lockdown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
7.99,ARMA: Combat Operations,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,RollerCoaster Tycoon® 3: Platinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,2
14.99,Unreal 2: The Awakening,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Far Cry®,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Unreal Tournament: Game of the Year Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Little Farm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Silent Hunter®: Wolves of the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,1
9.99,Sherlock Holmes - Nemesis,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
2.99,Oddworld: Abe's Exoddus®,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
2.99,Oddworld: Abe's Oddysee®,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
4.99,X-COM: UFO Defense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,S.T.A.L.K.E.R.: Clear Sky,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
19.99,Crysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,The Witcher: Enhanced Edition Director's Cut,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Multiwinia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
19.99,LEGO Batman,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Peggle™ Nights,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
9.99,World of Goo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
15.99,X3: Terran Conflict,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
14.99,Bully: Scholarship Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Far Cry® 2: Fortune's Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
4.99,Space Trader: Merchant Marine,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,0
9.99,Saints Row 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Dead Space,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Rise of the Argonauts,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Mirror's Edge™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Defense Grid: The Awakening,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,F.E.A.R. 2: Project Origin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
4.99,Larva Mortus,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,Unreal Tournament 3 Black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Burnout Paradise: The Ultimate Box,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,1
4.99,Obulis,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
9.99,Two Worlds Epic Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,X-Blades,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Zeno Clash,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
6.99,King's Bounty: The Legend,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False,0
14.99,Light of Altair,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,Prototype™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,The Elder Scrolls IV: Oblivion® Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
14.99,The Elder Scrolls III: Morrowind® Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Street Fighter® IV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,"Star Wars: Battlefront 2 (Classic, 2005)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,LEGO® Indiana Jones™: The Original Adventures,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
9.99,Bionic Commando: Rearmed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
4.99,Foreign Legion: Buckets of Blood,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,STAR WARS™ - Knights of the Old Republic™,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
4.99,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Mini Ninjas,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Risen,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0
9.99,Machinarium,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Torchlight,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Command &amp; Conquer: Red Alert 3 - Uprising,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Dragon Age: Origins,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Call of Duty®: Modern Warfare® 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,LEGO® Star Wars™ - The Complete Saga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Overlord™,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
14.99,Command &amp; Conquer 3: Tiberium Wars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Fallout 3: Game of the Year Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Avencast: Rise of the Mage,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Mount &amp; Blade: Warband,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Lead and Gold: Gangs of the Wild West,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,Grand Theft Auto: Episodes from Liberty City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
0.99,Fortix,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Beat Hazard,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,The Misadventures of P.B. Winterbottom,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,AquaNox,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
4.99,Puzzler World,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
61.99,SEGA Mega Drive and Genesis Classics,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
14.99,Alpha Protocol™,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
9.99,Alien Breed: Impact,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1
19.99,SimCity™ 4 Deluxe Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
29.99,Mafia II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Puzzle Quest 2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Worms Reloaded,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Victoria II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Amnesia: The Dark Descent,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Recettear: An Item Shop's Tale,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,2
4.99,Hacker Evolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,0
29.99,Sid Meier's Civilization® V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1
19.99,Darksiders™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Doc Clock: The Toasted Sandwich of Time,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Fallout: New Vegas,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
9.99,Shank,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,STAR WARS™: The Force Unleashed™ II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
39.99,Call of Duty®: Black Ops,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Oddworld: Munch's Oddysee,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,0
9.99,Grand Theft Auto III,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Grand Theft Auto: San Andreas,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Dead Space™ 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Monday Night Combat,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,True,2
19.99,The Sims™ 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
19.99,Two Worlds II HD,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Test Drive Unlimited 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
9.99,Anomaly: Warzone Earth,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
9.99,Dino D-Day,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,Portal 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
9.99,Half-Life 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Sanctum,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Dungeon Siege III,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Duke Nukem Forever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,A.V.A. Alliance of Valiant Arms™,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,F.E.A.R. 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,ARMA: Cold War Assault,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
14.99,Tropico 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,1
9.99,Space Pirates and Zombies,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,0
29.99,"Warhammer 40,000: Space Marine",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Rock of Ages,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,True,1
19.99,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True,1
4.99,Bunch of Heroes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,The Binding of Isaac,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
14.99,Supreme Commander,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Sonic Generations Collection,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,L.A. Noire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Galactic Civilizations® II: Ultimate Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
0.0,APB Reloaded,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Fable - The Lost Chapters,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Serious Sam 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,Star Trek Online,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Alan Wake,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Realm of the Mad God,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,True,2
3.99,Cubemen,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False,0
1.99,Waveform,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
0.0,The Lord of the Rings Online™,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,0
4.99,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Tom Clancy's Ghost Recon: Future Soldier™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Tribes: Ascend,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Death Rally,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0
4.99,Hero Academy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Counter-Strike: Global Offensive,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
7.99,Jet Set Radio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Doom 3: BFG Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
29.99,Rocksmith™,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
9.99,Hotline Miami,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Guns of Icarus Online,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
59.99,Call of Duty®: Black Ops II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
29.99,Resident Evil 6 / Biohazard 6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Surgeon Simulator,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
14.99,Sanctum 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Reus,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,1
2.99,Cranky Cat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Soldier Front 2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
24.99,LOST PLANET® 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Game Dev Tycoon,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,0
19.99,Scribblenauts Unmasked: A DC Comics Adventure,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Farming Simulator 2013 Titanium Edition,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
9.99,Contagion,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
0.0,Neverwinter,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Insurgency,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Scania Truck Driving Simulator,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
5.99,Coma: Mortuary,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Toribash,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,0
4.99,Nether: Resurrected,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,False,2
0.99,Reversion - The Escape (1st Chapter),0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Warface,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Magic 2015 - Duels of the Planeswalkers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,The Journey Down: Chapter Two,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,My Lands: Black Gem Hunting,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,True,2
0.0,BLOCKADE 3D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,Freestyle 2: Street Basketball,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,True,2
19.99,Rocket League®,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,True,2
0.0,Card Hunter,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,True,2
24.99,Train Simulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0
29.99,Prison Architect,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,1
1.99,Defy Gravity Extended,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,The Way of Life Free Edition,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Heroes &amp; Generals,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Dungeon Defenders II,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,False,0
0.0,Robocraft,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,True,2
0.0,Unturned,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,Red Crucible®: Firestorm,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,True,2
9.99,Mini Metro,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
9.99,Fallout: A Post Nuclear Role Playing Game,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
0.0,Trove,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Dirty Bomb®,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Narcissu 1st &amp; 2nd,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
39.99,Kerbal Space Program,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
6.99,ShellShock Live,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Heroes® of Might &amp; Magic® III - HD Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,True,2
14.99,Retro City Rampage™ DX,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True,2
9.99,Quake Live™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Infinity Wars: Animated Trading Card Game,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,True,1
4.99,Five Nights at Freddy's,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
0.0,Only If,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Aura Kingdom,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Defiance,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
