price,user_id,items_count,recommend
9.99,Glenbluey,296,True
9.99,Glenbluey,296,True
9.99,Glenbluey,296,True
9.99,Glenbluey,296,True
9.99,sunnnnnnnnnnnny,38,False
9.99,sunnnnnnnnnnnny,38,True
9.99,Grelekzel,116,True
9.99,Grelekzel,116,True
9.99,halofreak61,75,True
9.99,halofreak61,75,True
9.99,halofreak61,75,True
9.99,halofreak61,75,True
9.99,76561198065934504,231,True
9.99,76561198065934504,231,True
9.99,76561198065934504,231,True
9.99,Jamessss,102,True
9.99,Jamessss,102,True
9.99,Terencio,95,True
9.99,THEHITMONKEY,133,True
9.99,THEHITMONKEY,133,True
9.99,mrpoo2,138,True
9.99,mrpoo2,138,True
9.99,mrpoo2,138,False
9.99,mrpoo2,138,True
9.99,kaepora0gaebora,34,True
9.99,kenny536,356,True
9.99,76561198097795611,141,True
9.99,76561198097795611,141,True
9.99,neveroddorburnsy,104,True
9.99,76561198044619788,124,True
9.99,LaughingRobot,686,True
9.99,LaughingRobot,686,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,76561198062039159,164,True
9.99,lordtouchme,83,True
9.99,Achronax,41,True
9.99,Achronax,41,False
9.99,Achronax,41,True
9.99,76561198042164186,209,True
9.99,matrimredhand,623,True
9.99,matrimredhand,623,False
9.99,matrimredhand,623,True
9.99,Mattthacool,53,True
9.99,pretentiouswutangratz,208,True
9.99,pretentiouswutangratz,208,False
9.99,pretentiouswutangratz,208,False
9.99,pretentiouswutangratz,208,True
9.99,pretentiouswutangratz,208,False
9.99,76561198042022468,220,True
9.99,76561198038398765,174,True
9.99,76561198038398765,174,True
9.99,76561198038398765,174,True
9.99,76561198038398765,174,True
9.99,76561198038398765,174,False
9.99,76561198038398765,174,True
9.99,76561198038398765,174,True
9.99,76561198026599584,222,True
9.99,76561198026599584,222,False
9.99,76561198026599584,222,True
9.99,76561198026599584,222,True
9.99,nazcawilde,134,True
9.99,nazcawilde,134,True
9.99,Ninjaawesomefuntime,378,False
9.99,Ninjaawesomefuntime,378,False
9.99,SmithRamone,243,True
9.99,SmithRamone,243,True
9.99,76561198070090079,123,True
9.99,Ppkdoevil,102,False
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,False
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,False
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,False
9.99,Ppkdoevil,102,True
9.99,Ppkdoevil,102,True
9.99,mopoops,103,True
9.99,mopoops,103,True
9.99,76561198094936736,124,True
9.99,76561198094936736,124,True
9.99,76561198094936736,124,False
9.99,76561198094936736,124,False
9.99,76561198094936736,124,False
9.99,76561198094936736,124,True
9.99,76561198094936736,124,True
9.99,76561198094936736,124,True
9.99,76561198036524567,144,True
9.99,Shemhamphorasch,78,True
9.99,el-Gusto,213,True
9.99,el-Gusto,213,True
9.99,el-Gusto,213,True
9.99,skotavus,1120,False
9.99,jellysama,52,True
9.99,76561198065863302,93,True
9.99,76561198022552926,285,True
9.99,76561198054199777,84,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,H-O-B-O,88,True
9.99,76561198054627970,333,True
9.99,76561198054627970,333,True
9.99,76561198054627970,333,True
9.99,76561198054627970,333,True
9.99,76561198054627970,333,True
9.99,76561198054627970,333,True
9.99,trevortheFox,81,True
9.99,trevortheFox,81,True
9.99,WarEagle247,138,False
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,True
9.99,WarEagle247,138,False
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,False
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,mikeytyson,335,True
9.99,AdonSinky,53,True
9.99,AdonSinky,53,True
9.99,AdonSinky,53,True
9.99,AdonSinky,53,True
9.99,AdonSinky,53,True
9.99,76561198079529917,122,True
9.99,76561198079529917,122,True
9.99,76561198041284313,353,True
9.99,76561198041284313,353,True
9.99,76561198041284313,353,False
9.99,76561198041284313,353,True
9.99,76561198070899741,72,True
9.99,76561198070899741,72,True
9.99,aushtin,152,True
9.99,aushtin,152,True
9.99,saintfox,314,True
9.99,saintfox,314,True
9.99,saintfox,314,True
9.99,Videogamedunderly,110,True
9.99,Videogamedunderly,110,True
9.99,Videogamedunderly,110,True
9.99,7.65612E+16,31,True
9.99,76561198044060397,251,True
9.99,76561198044060397,251,True
9.99,76561198044060397,251,True
9.99,GAMESNIPERSTUDIOS,83,True
9.99,GAMESNIPERSTUDIOS,83,True
9.99,momsspaghetti313,216,True
9.99,fanofreeman,38,True
9.99,mr_cat,216,True
9.99,mr_cat,216,False
9.99,mr_cat,216,False
9.99,mr_cat,216,False
9.99,mr_cat,216,True
9.99,rimisaccount,152,True
9.99,76561198058251735,74,True
9.99,76561198073418523,183,True
9.99,76561198059589725,97,True
9.99,amarethepegasus,190,True
9.99,amarethepegasus,190,True
9.99,76561198065247420,165,True
9.99,76561198065247420,165,True
9.99,76561198065247420,165,True
9.99,76561198065247420,165,True
9.99,76561198065247420,165,True
9.99,Reggit,212,True
9.99,Reggit,212,True
9.99,Reggit,212,True
9.99,Reggit,212,True
9.99,argentinasaurus,78,True
9.99,argentinasaurus,78,True
9.99,Kuledude28,99,True
9.99,Kuledude28,99,False
9.99,Kuledude28,99,True
9.99,BADDDDGER,133,True
9.99,BagGoneWrongGoneSexual,38,True
9.99,BagGoneWrongGoneSexual,38,True
9.99,GoodOldJacob,517,False
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,GoodOldJacob,517,True
9.99,76561198069400532,43,True
9.99,76561198046020863,43,True
9.99,mini_guy1,64,True
9.99,mini_guy1,64,True
9.99,mini_guy1,64,True
9.99,mini_guy1,64,True
9.99,suk_my_dik,51,True
9.99,thaSaltyestOfCaptains,242,True
9.99,76561198083390406,100,True
9.99,CB0ng,50,True
9.99,CB0ng,50,True
9.99,CB0ng,50,True
9.99,CB0ng,50,True
9.99,76561198085916165,147,True
9.99,76561198085916165,147,True
9.99,76561198085916165,147,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,76561197994404698,77,True
9.99,cloneninjalol,133,True
9.99,76561198096443555,112,True
9.99,76561198096443555,112,False
9.99,76561198096443555,112,True
9.99,76561198096443555,112,False
9.99,76561198096443555,112,True
9.99,76561198096443555,112,True
9.99,76561198096443555,112,True
9.99,76561198096443555,112,True
9.99,_fatlass_,132,False
9.99,_fatlass_,132,True
9.99,Meyjax,373,False
9.99,Meyjax,373,True
9.99,Meyjax,373,True
9.99,kodiakbear52,228,True
9.99,kodiakbear52,228,True
9.99,PokeyStabbyThing,60,True
9.99,76561198068831727,211,True
9.99,76561198068831727,211,True
9.99,76561198068831727,211,True
9.99,76561198068831727,211,True
9.99,76561198068831727,211,False
9.99,76561198068831727,211,True
9.99,76561198068831727,211,True
9.99,76561198052266063,73,False
9.99,76561198052266063,73,True
9.99,76561198029595343,164,True
9.99,catdownstairz,206,True
9.99,catdownstairz,206,True
9.99,DakiniBrave,273,True
9.99,DakiniBrave,273,True
9.99,DakiniBrave,273,True
9.99,DakiniBrave,273,True
9.99,Dascuugen,409,True
9.99,Dascuugen,409,True
9.99,Dascuugen,409,True
9.99,exploderguy,68,True
9.99,denko1,126,False
9.99,denko1,126,True
9.99,76561198070174597,64,True
9.99,kharr999,425,True
9.99,kharr999,425,True
9.99,76561198045470612,77,True
9.99,76561198045470612,77,True
9.99,76561198045470612,77,True
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,drunkchef,57,False
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,drunkchef,57,True
9.99,min3man,43,True
9.99,min3man,43,True
9.99,DusCrazyPerson,136,True
9.99,76561198064646436,67,True
9.99,76561198064646436,67,False
9.99,76561198064646436,67,False
9.99,76561198044052424,80,True
9.99,76561198062533699,92,False
9.99,76561198062533699,92,True
9.99,BitchIAmGod,23,True
9.99,BitchIAmGod,23,False
9.99,BitchIAmGod,23,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,True
9.99,76561198060177221,329,False
9.99,76561198060177221,329,False
9.99,76561198060177221,329,False
9.99,76561198069934081,42,True
9.99,76561198059167447,219,True
9.99,HNSNGIRAFFE,250,True
9.99,serafiki,410,False
9.99,serafiki,410,True
9.99,serafiki,410,True
9.99,serafiki,410,True
9.99,serafiki,410,True
9.99,serafiki,410,False
9.99,serafiki,410,True
9.99,serafiki,410,True
9.99,serafiki,410,True
9.99,PresidentialHomo,235,True
9.99,PresidentialHomo,235,True
9.99,PresidentialHomo,235,True
9.99,76561197991992793,25,False
9.99,Grimsolo,256,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,True
9.99,IamSytrix,196,False
9.99,IamSytrix,196,False
9.99,plebatron,435,True
9.99,plebatron,435,True
9.99,plebatron,435,True
9.99,plebatron,435,True
9.99,plebatron,435,True
9.99,bananaman69,286,True
9.99,eyrie43,175,True
9.99,eyrie43,175,True
9.99,uscarrierenterprise,56,True
9.99,uscarrierenterprise,56,True
9.99,uscarrierenterprise,56,True
9.99,uscarrierenterprise,56,True
9.99,KassemZane,42,True
9.99,KassemZane,42,True
9.99,KassemZane,42,True
9.99,Hykrai,146,True
9.99,Hykrai,146,True
9.99,hyperFlOyDuS,137,True
9.99,hyperFlOyDuS,137,True
9.99,ohsotechnicolor,375,True
9.99,ohsotechnicolor,375,True
9.99,ohsotechnicolor,375,True
9.99,bossetrongaming,29,True
9.99,bossetrongaming,29,True
9.99,bossetrongaming,29,True
9.99,76561198066985093,72,True
9.99,76561198057637896,377,True
9.99,Joshua12345195,86,True
9.99,Joshua12345195,86,True
9.99,Joshua12345195,86,False
9.99,Joshua12345195,86,True
9.99,Joshua12345195,86,True
9.99,Joshua12345195,86,True
9.99,imapiraet,191,True
9.99,imapiraet,191,True
9.99,imapiraet,191,True
9.99,imapiraet,191,True
9.99,76561198033134963,147,True
9.99,76561198033134963,147,True
9.99,BuzzyWuzzy,145,True
9.99,BuzzyWuzzy,145,True
9.99,BuzzyWuzzy,145,False
9.99,BuzzyWuzzy,145,True
9.99,BuzzyWuzzy,145,False
9.99,BuzzyWuzzy,145,False
9.99,BuzzyWuzzy,145,True
9.99,BuzzyWuzzy,145,True
9.99,BuzzyWuzzy,145,True
9.99,PsychoticRazor,253,True
9.99,PsychoticRazor,253,True
9.99,fartofsmellyness,126,False
9.99,fartofsmellyness,126,False
9.99,fartofsmellyness,126,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,76561198045345375,68,True
9.99,Rotinaj,174,False
9.99,Rotinaj,174,True
9.99,Rotinaj,174,True
9.99,76561198086200117,47,True
9.99,76561198086200117,47,True
9.99,livaris,158,True
9.99,livaris,158,True
9.99,livaris,158,True
9.99,livaris,158,True
9.99,76561198067582240,225,True
9.99,76561198067582240,225,True
9.99,76561198067582240,225,True
9.99,76561198067582240,225,True
9.99,MacGregorr,205,True
9.99,MacGregorr,205,True
9.99,MacGregorr,205,True
9.99,MacGregorr,205,True
9.99,76561198081787220,63,True
9.99,Lachie42,141,True
9.99,Lachie42,141,True
9.99,Lachie42,141,True
9.99,Lachie42,141,True
9.99,76561198058727529,69,True
9.99,alec12734,126,True
9.99,alec12734,126,True
9.99,MazzCro,82,False
9.99,MazzCro,82,True
9.99,mcharty,169,True
9.99,mgmt40,29,True
9.99,mgmt40,29,True
9.99,mickelsnickel,773,True
9.99,76561198006550034,152,False
9.99,moon910,50,True
9.99,76561198064438745,102,True
9.99,76561198064438745,102,True
9.99,76561198069545441,51,True
9.99,Assassin53D,213,True
9.99,76561198045148009,146,True
9.99,76561198045148009,146,True
9.99,76561198045148009,146,True
9.99,76561198045148009,146,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,i_dont_give_a_jacks_ass,58,True
9.99,76561198027828967,323,True
9.99,76561198027828967,323,True
9.99,76561198027828967,323,False
9.99,MumboBros,131,True
9.99,MumboBros,131,True
9.99,MumboBros,131,True
9.99,MumboBros,131,True
9.99,MumboBros,131,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,NanoPi,427,True
9.99,rickharrisonpawnshop,173,True
9.99,rickharrisonpawnshop,173,False
9.99,rickharrisonpawnshop,173,True
9.99,rickharrisonpawnshop,173,False
9.99,rickharrisonpawnshop,173,True
9.99,rickharrisonpawnshop,173,False
9.99,twan-newn,27,True
9.99,twan-newn,27,True
9.99,twan-newn,27,True
9.99,twan-newn,27,True
9.99,76561198255656942,93,True
9.99,OnyxHavok,217,True
9.99,OnyxHavok,217,True
9.99,protatoSTALKER,275,True
9.99,76561198046075289,220,True
9.99,76561198046075289,220,True
9.99,76561198046075289,220,True
9.99,76561198046075289,220,True
9.99,PatSWAG,490,False
9.99,PatSWAG,490,True
9.99,PatSWAG,490,True
9.99,PatSWAG,490,True
9.99,76561198064946763,101,True
9.99,sbeeziz,237,False
9.99,sbeeziz,237,True
9.99,sbeeziz,237,True
9.99,Tacos4Lyfe,131,True
9.99,Tacos4Lyfe,131,True
9.99,Tacos4Lyfe,131,True
9.99,Tacos4Lyfe,131,True
9.99,Tacos4Lyfe,131,False
9.99,Tacos4Lyfe,131,False
9.99,Tacos4Lyfe,131,True
9.99,commanderj13,134,True
9.99,TXVExterminator,213,True
9.99,76561198049955631,149,True
9.99,SambaWarKiddo,403,False
9.99,SambaWarKiddo,403,False
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,True
9.99,SambaWarKiddo,403,False
9.99,76561198055853856,98,True
9.99,76561198055853856,98,True
9.99,SeedyDog,337,True
9.99,76561198070921973,77,True
9.99,shadowpulse29,80,True
9.99,shadowpulse29,80,True
9.99,shadowpulse29,80,False
9.99,shadowpulse29,80,True
9.99,shadowpulse29,80,True
9.99,shadowpulse29,80,True
9.99,shadowpulse29,80,True
9.99,76561198049796309,98,True
9.99,76561198049796309,98,True
9.99,76561198049796309,98,True
9.99,76561198049796309,98,True
9.99,76561198049796309,98,True
9.99,76561198049796309,98,True
9.99,76561198057609562,60,True
9.99,Tom_scroy,220,True
9.99,Tom_scroy,220,True
9.99,hyper-lethal,67,True
9.99,psychologicalwarfareinmyhead,296,True
9.99,psychologicalwarfareinmyhead,296,True
9.99,psychologicalwarfareinmyhead,296,True
9.99,76561198033982370,158,False
9.99,spazrael_,134,True
9.99,Spekl,104,True
9.99,76561198066562072,160,True
9.99,dmckay,33,True
9.99,dmckay,33,True
9.99,Frituplay,89,True
9.99,Frituplay,89,True
9.99,Frituplay,89,True
9.99,Frituplay,89,False
9.99,Frituplay,89,True
9.99,Frituplay,89,True
9.99,FaggotofWisdom,75,True
9.99,FaggotofWisdom,75,True
9.99,FaggotofWisdom,75,True
9.99,FaggotofWisdom,75,True
9.99,FaggotofWisdom,75,True
9.99,FaggotofWisdom,75,True
9.99,76561198044884778,76,True
9.99,76561198089481267,62,True
9.99,76561198089481267,62,True
9.99,76561198089481267,62,True
9.99,76561198089481267,62,True
9.99,gayanimeguy,188,True
9.99,gayanimeguy,188,True
9.99,gayanimeguy,188,True
9.99,gayanimeguy,188,True
9.99,gayanimeguy,188,False
9.99,gayanimeguy,188,True
9.99,gayanimeguy,188,True
9.99,76561198035180166,187,True
9.99,76561198035180166,187,True
9.99,76561198035180166,187,True
9.99,totallegitimacy,140,True
9.99,pieman98,435,True
9.99,pieman98,435,True
9.99,pieman98,435,True
9.99,pieman98,435,True
9.99,pieman98,435,True
9.99,pandasmokingbamboo,77,True
9.99,pandasmokingbamboo,77,True
9.99,pandasmokingbamboo,77,True
9.99,vengerfire,103,True
9.99,vengerfire,103,False
9.99,thombelcar,389,True
9.99,thombelcar,389,False
9.99,thombelcar,389,True
9.99,thombelcar,389,True
9.99,thombelcar,389,True
9.99,thombelcar,389,True
9.99,thombelcar,389,True
9.99,76561198097466813,28,True
9.99,10936543792,109,True
9.99,10936543792,109,True
9.99,youareTERRIBLE,412,True
9.99,youareTERRIBLE,412,True
9.99,youareTERRIBLE,412,False
9.99,youareTERRIBLE,412,True
9.99,youareTERRIBLE,412,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,76561198077207405,111,True
9.99,xJerkensteinx,390,True
9.99,_bailey,90,True
9.99,_bailey,90,True
9.99,76561198078147424,90,True
9.99,76561198078147424,90,True
9.99,76561198078147424,90,True
9.99,zunbae,68,True
9.99,76561198018026822,77,True
9.99,pootispentry,171,True
9.99,pootispentry,171,False
9.99,theavatar2006,345,True
9.99,76561198088407985,81,True
9.99,76561198088407985,81,False
9.99,76561198088407985,81,False
9.99,76561198088407985,81,False
9.99,76561198088407985,81,True
9.99,76561198088407985,81,False
9.99,76561198088407985,81,True
9.99,76561198088407985,81,True
9.99,76561198088407985,81,True
9.99,76561198061834064,119,False
9.99,76561198061834064,119,True
9.99,76561198061834064,119,True
9.99,76561198061834064,119,True
9.99,76561198061834064,119,True
9.99,76561198061834064,119,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,patpat14,79,True
9.99,SkinnyPirate,207,True
9.99,SkinnyPirate,207,True
9.99,SkinnyPirate,207,True
9.99,SkinnyPirate,207,True
9.99,SkinnyPirate,207,True
9.99,TechnoRoadie,454,True
9.99,TechnoRoadie,454,True
9.99,TechnoRoadie,454,True
9.99,gamingislife,75,True
9.99,gamingislife,75,True
9.99,gamingislife,75,True
9.99,gamingislife,75,True
9.99,76561198118874302,129,True
9.99,76561198118874302,129,False
9.99,76561198118874302,129,True
9.99,76561198118874302,129,True
9.99,76561198118874302,129,True
9.99,76561198118874302,129,True
9.99,76561198118874302,129,True
9.99,76561198091582959,43,True
9.99,76561198072280866,35,True
9.99,76561198072280866,35,True
9.99,76561198072280866,35,True
9.99,38927497,725,True
9.99,TooManyDankMemes,137,False
9.99,TooManyDankMemes,137,True
9.99,TooManyDankMemes,137,True
9.99,TooManyDankMemes,137,True
9.99,TooManyDankMemes,137,True
9.99,TheMoustacheRider,152,True
9.99,TheMoustacheRider,152,True
9.99,TheMoustacheRider,152,True
9.99,TheMoustacheRider,152,True
9.99,nuclearjimmeh,92,True
9.99,nuclearjimmeh,92,True
9.99,nuclearjimmeh,92,True
9.99,nuclearjimmeh,92,True
9.99,izanamiau,84,True
9.99,Sorryforbeingbad,85,False
9.99,Sorryforbeingbad,85,True
9.99,Sorryforbeingbad,85,False
9.99,fortheloveofpotatoes,46,True
9.99,maccamaniac,258,True
9.99,maccamaniac,258,True
9.99,ckdkdo1,108,True
9.99,ckdkdo1,108,True
9.99,ckdkdo1,108,True
9.99,ckdkdo1,108,True
9.99,berkyjef,271,True
9.99,berkyjef,271,True
9.99,berkyjef,271,True
9.99,pearce,390,True
9.99,pearce,390,True
9.99,76561198037160160,53,True
9.99,76561198037160160,53,True
9.99,76561198061435005,79,True
9.99,StopwatchOfficial,76,True
9.99,StopwatchOfficial,76,True
9.99,76561198018556361,263,False
9.99,algojo,98,True
9.99,76561198062990133,133,True
9.99,76561198062990133,133,True
9.99,76561198062990133,133,True
9.99,thedevilinsidebr,258,True
9.99,thedevilinsidebr,258,True
9.99,thedevilinsidebr,258,True
9.99,thedevilinsidebr,258,True
9.99,76561198066274616,202,True
9.99,ibeapexx,439,True
9.99,leafthehusky,102,True
9.99,leafthehusky,102,True
9.99,leafthehusky,102,True
9.99,leafthehusky,102,True
9.99,leafthehusky,102,True
9.99,Arkexes,340,True
9.99,Arkexes,340,True
9.99,DickTickler,185,True
9.99,LeAstroPudding,99,True
9.99,LeAstroPudding,99,True
9.99,LeAstroPudding,99,True
9.99,LeAstroPudding,99,True
9.99,76561198064335789,231,True
9.99,76561198064335789,231,True
9.99,76561198064335789,231,True
9.99,Estetive,401,True
9.99,Estetive,401,True
9.99,bawssnass,118,True
9.99,76561198058183790,114,True
9.99,DemonPieOfTheNight,452,False
9.99,DemonPieOfTheNight,452,True
9.99,DemonPieOfTheNight,452,True
9.99,DemonPieOfTheNight,452,True
9.99,DemonPieOfTheNight,452,True
9.99,DemonPieOfTheNight,452,True
9.99,thisidisused,255,True
9.99,thisidisused,255,True
9.99,2spooky,323,True
9.99,2spooky,323,True
9.99,2spooky,323,True
9.99,2spooky,323,False
9.99,2spooky,323,True
9.99,2spooky,323,True
9.99,HAYABEEN,82,True
9.99,HAYABEEN,82,True
9.99,76561198045367986,126,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,False
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,BruteTartarus66,102,True
9.99,76561198059631701,107,True
9.99,pikachu_69,178,True
9.99,quoquo1dog,355,True
9.99,mickylolz12,293,False
9.99,claE3ton,32,True
9.99,claE3ton,32,True
9.99,76561198122867779,104,True
9.99,76561198122867779,104,True
9.99,76561198122867779,104,True
9.99,76561198122867779,104,True
9.99,76561198043797361,96,True
9.99,76561198046046184,99,True
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,False
9.99,comin4datbooty,464,True
9.99,comin4datbooty,464,False
9.99,comin4datbooty,464,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,76561198057950387,121,True
9.99,aidenisbae,154,True
9.99,aidenisbae,154,True
9.99,aidenisbae,154,True
9.99,aidenisbae,154,False
9.99,aidenisbae,154,True
9.99,ilovehamstersandbunnies,98,True
9.99,LameGames,132,False
9.99,LameGames,132,True
9.99,LameGames,132,True
9.99,76561198069139035,39,True
9.99,76561198069139035,39,False
9.99,76561198069139035,39,False
9.99,76561198069139035,39,True
9.99,76561198069139035,39,True
9.99,76561198069139035,39,True
9.99,dontgohere,85,True
9.99,dontgohere,85,True
9.99,1MLG2U,59,True
9.99,1MLG2U,59,True
9.99,1MLG2U,59,True
9.99,1MLG2U,59,True
9.99,1MLG2U,59,True
9.99,dinom8,102,True
9.99,TheDoctor-DW,87,True
9.99,TheDoctor-DW,87,True
9.99,lawidia,159,True
9.99,lawidia,159,True
9.99,donkeyduk01,109,True
9.99,donkeyduk01,109,True
9.99,donkeyduk01,109,True
9.99,mr_doominater,150,True
9.99,mr_doominater,150,True
9.99,mr_doominater,150,True
9.99,timmayc123,116,True
9.99,timmayc123,116,True
9.99,Darth_mat,34,False
9.99,Darth_mat,34,True
9.99,76561198094174176,85,True
9.99,76561198094174176,85,True
9.99,76561198094174176,85,False
9.99,76561198094174176,85,False
9.99,76561198094174176,85,False
9.99,76561198094174176,85,False
9.99,76561198094174176,85,False
9.99,001000111000111000010,71,True
9.99,DudeNotCool123,50,True
9.99,DuffBeer1,76,False
9.99,DuffBeer1,76,True
9.99,DuffBeer1,76,True
9.99,DuffBeer1,76,False
